"GeneName","pvalue","no_of_SNPs","pval_combination_GBJ_minP_GHC_SKAT","list_of_pvalue"
"Zm00001eb013300",1,10,"Yes","0.457441,0.7216165,0.5373035,0.5009504,0.4303666,0.4888178,0.7965378,0.6124764,0.737692,0.9139151"
"Zm00001eb013670",1,4,"Yes","0.7063266,0.7915975,0.5139082,0.9149066"
"Zm00001eb014370",1,2,"Yes","0.979131,0.3814256"
"Zm00001eb015210",1,2,"Yes","0.9375181,0.9319422"
"Zm00001eb015390",1,5,"Yes","0.744576,0.8187915,0.2001111,0.6772632,0.4762873"
"Zm00001eb015610",1,4,"Yes","0.5294275,0.5862014,0.9379109,0.4600169"
"Zm00001eb015820",1,2,"Yes","0.511862,0.8790157"
"Zm00001eb015840",1,4,"Yes","0.7024612,0.2568932,0.6713096,0.5412863"
"Zm00001eb016510",1,2,"Yes","0.5952306,0.7681016"
"Zm00001eb016990",1,2,"Yes","0.8485742,0.8821656"
"Zm00001eb017120",1,3,"Yes","0.9283026,0.6743515,0.7568236"
"Zm00001eb018030",1,6,"Yes","0.6300868,0.9606065,0.8792517,0.2643519,0.5495541,0.3829151"
"Zm00001eb018970",1,2,"Yes","0.3980956,0.8054329"
"Zm00001eb020060",1,3,"Yes","0.2477868,0.7026414,0.7776039"
"Zm00001eb022080",1,2,"Yes","0.6033933,0.9656218"
"Zm00001eb022820",1,2,"Yes","0.4343304,0.3700042"
"Zm00001eb025140",1,10,"Yes","0.195344,0.8331811,0.6092602,0.5699405,0.8979809,0.8152559,0.674675,0.2377553,0.4498869,0.9964982"
"Zm00001eb028240",1,2,"Yes","0.8102612,0.7771317"
"Zm00001eb029560",1,4,"Yes","0.8298806,0.7490257,0.8846099,0.8737177"
"Zm00001eb029570",1,4,"Yes","0.8298806,0.7490257,0.8846099,0.8737177"
"Zm00001eb032860",1,2,"Yes","0.8728304,0.9312964"
"Zm00001eb034310",1,3,"Yes","0.9243665,0.8571285,0.4315214"
"Zm00001eb034570",1,2,"Yes","0.8112622,0.6036456"
"Zm00001eb038620",1,10,"Yes","0.5026323,0.3199899,0.5438993,0.9125436,0.8045659,0.2627199,0.5710409,0.4164534,0.5190073,0.538876"
"Zm00001eb038690",1,4,"Yes","0.5557097,0.887144,0.5122726,0.7810388"
"Zm00001eb040250",1,3,"Yes","0.8523178,0.6808062,0.7984351"
"Zm00001eb041240",1,6,"Yes","0.2641395,0.6796844,0.3654287,0.8153308,0.9543279,0.8821531"
"Zm00001eb041340",1,3,"Yes","0.9376069,0.8632354,0.4197417"
"Zm00001eb041630",1,2,"Yes","0.4251362,0.8301805"
"Zm00001eb042610",1,2,"Yes","0.5533915,0.570837"
"Zm00001eb042900",1,7,"Yes","0.4038403,0.8548036,0.3660517,0.786816,0.5520029,0.6382967,0.8270368"
"Zm00001eb044010",1,2,"Yes","0.8709413,0.6599892"
"Zm00001eb046350",1,2,"Yes","0.7663929,0.631072"
"Zm00001eb047740",1,2,"Yes","0.57817,0.8054096"
"Zm00001eb047830",1,5,"Yes","0.8594805,0.6048147,0.7269806,0.9696006,0.767664"
"Zm00001eb048520",1,3,"Yes","0.9825478,0.696141,0.5117485"
"Zm00001eb049620",1,4,"Yes","0.5602036,0.358514,0.8420678,0.8036141"
"Zm00001eb050060",1,3,"Yes","0.7153406,0.7148933,0.7752856"
"Zm00001eb050670",1,4,"Yes","0.8923661,0.8480043,0.424614,0.1985382"
"Zm00001eb051280",1,5,"Yes","0.7432976,0.651091,0.5182281,0.8485422,0.8741049"
"Zm00001eb051870",1,2,"Yes","0.8930177,0.5049575"
"Zm00001eb053090",1,2,"Yes","0.6928159,0.9082414"
"Zm00001eb053540",1,2,"Yes","0.5084389,0.9227232"
"Zm00001eb054390",1,2,"Yes","0.5828007,0.9825312"
"Zm00001eb054450",1,4,"Yes","0.944966,0.887479,0.5717168,0.56014"
"Zm00001eb054620",1,2,"Yes","0.8094343,0.5455954"
"Zm00001eb055480",1,4,"Yes","0.9039701,0.5320747,0.4499682,0.8983982"
"Zm00001eb055920",1,12,"Yes","0.5592464,0.5775718,0.1980134,0.2921089,0.7609651,0.2327891,0.9155507,0.7969369,0.5036792,0.6051806,0.9350776,0.7068149"
"Zm00001eb056260",1,3,"Yes","0.7204693,0.9553133,0.9165511"
"Zm00001eb056500",1,3,"Yes","0.8681772,0.9208914,0.7077061"
"Zm00001eb057330",1,2,"Yes","0.585847,0.5014549"
"Zm00001eb057540",1,15,"Yes","0.7086657,0.8589668,0.4047202,0.6256425,0.7294954,0.7610123,0.7880632,0.909977,0.6649649,0.7645134,0.9936066,0.8533362,0.6459275,0.7552057,0.1837182"
"Zm00001eb059790",1,3,"Yes","0.3561487,0.8802155,0.7027512"
"Zm00001eb060260",1,4,"Yes","0.7242847,0.3813882,0.7357344,0.5436105"
"Zm00001eb061520",1,2,"Yes","0.6857785,0.695257"
"Zm00001eb061870",1,2,"Yes","0.4688679,0.8413569"
"Zm00001eb061950",1,7,"Yes","0.7763498,0.7368076,0.9109763,0.8743232,0.8430405,0.5560853,0.8350506"
"Zm00001eb061960",1,2,"Yes","0.5435001,0.9569943"
"Zm00001eb062150",1,4,"Yes","0.723332,0.7786176,0.7569721,0.5316577"
"Zm00001eb065820",1,2,"Yes","0.6173241,0.2988486"
"Zm00001eb065920",1,2,"Yes","0.5049791,0.867525"
"Zm00001eb065940",1,2,"Yes","0.3148187,0.4598507"
"Zm00001eb066030",1,4,"Yes","0.6369112,0.7475879,0.1866628,0.7065048"
"Zm00001eb066370",1,14,"Yes","0.8549777,0.9160878,0.4020991,0.8576527,0.663711,0.8761695,0.7313023,0.5699631,0.4208312,0.9704103,0.9436873,0.5442077,0.4172808,0.4549654"
"Zm00001eb066680",1,3,"Yes","0.5755551,0.4934714,0.6114299"
"Zm00001eb066720",1,4,"Yes","0.8766943,0.2717504,0.9150842,0.8655097"
"Zm00001eb066990",1,12,"Yes","0.1806231,0.9025679,0.8777345,0.8881689,0.1646453,0.5024111,0.946279,0.6229829,0.7314556,0.8295478,0.3021503,0.5109722"
"Zm00001eb067890",1,3,"Yes","0.4298895,0.8225381,0.806611"
"Zm00001eb067990",1,2,"Yes","0.383522,0.4387757"
"Zm00001eb068520",1,4,"Yes","0.3356723,0.6862363,0.6852393,0.7661039"
"Zm00001eb068620",1,3,"Yes","0.4836409,0.916526,0.7306667"
"Zm00001eb068840",1,2,"Yes","0.3780901,0.6343539"
"Zm00001eb070130",1,3,"Yes","0.992435,0.9056707,0.6929158"
"Zm00001eb070230",1,3,"Yes","0.7550567,0.9753029,0.3426253"
"Zm00001eb071300",1,6,"Yes","0.6830891,0.6099201,0.674821,0.971752,0.2343892,0.9286744"
"Zm00001eb072860",1,4,"Yes","0.3947946,0.6634337,0.5419776,0.4700151"
"Zm00001eb074450",1,6,"Yes","0.5372577,0.2043729,0.690417,0.9469671,0.3518341,0.7807845"
"Zm00001eb075310",1,6,"Yes","0.8568422,0.5630826,0.5439874,0.7935305,0.6874302,0.5737531"
"Zm00001eb076250",1,2,"Yes","0.507025,0.5815157"
"Zm00001eb076420",1,6,"Yes","0.6572242,0.8406185,0.7339334,0.3158697,0.5439141,0.8701555"
"Zm00001eb076550",1,5,"Yes","0.9881327,0.8848655,0.2068556,0.9344503,0.585743"
"Zm00001eb077670",1,2,"Yes","0.7048169,0.586219"
"Zm00001eb077860",1,7,"Yes","0.4685374,0.8237401,0.4832874,0.5428959,0.4608547,0.7715287,0.5943574"
"Zm00001eb080500",1,2,"Yes","0.9082726,0.6184195"
"Zm00001eb083200",1,2,"Yes","0.2887243,0.3352394"
"Zm00001eb085260",1,3,"Yes","0.7161479,0.9155209,0.4577508"
"Zm00001eb085670",1,2,"Yes","0.6593931,0.3545751"
"Zm00001eb088380",1,2,"Yes","0.8852098,0.7682122"
"Zm00001eb088880",1,2,"Yes","0.7836666,0.7232666"
"Zm00001eb094620",1,2,"Yes","0.843191,0.7845951"
"Zm00001eb096580",1,4,"Yes","0.7105898,0.815452,0.3958067,0.6246739"
"Zm00001eb096750",1,2,"Yes","0.9314987,0.8374168"
"Zm00001eb097120",1,4,"Yes","0.7974847,0.8455821,0.9391888,0.8455821"
"Zm00001eb098200",1,3,"Yes","0.9537979,0.7445454,0.6992461"
"Zm00001eb098820",1,3,"Yes","0.4183887,0.5438418,0.7937029"
"Zm00001eb100490",1,4,"Yes","0.5693044,0.8381167,0.4888816,0.6573353"
"Zm00001eb101010",1,6,"Yes","0.8726569,0.7809935,0.8074729,0.8407277,0.7374536,0.9533155"
"Zm00001eb101640",1,2,"Yes","0.8249803,0.83906"
"Zm00001eb101890",1,3,"Yes","0.5351814,0.598881,0.9359031"
"Zm00001eb101910",1,2,"Yes","0.9566084,0.6884146"
"Zm00001eb102220",1,2,"Yes","0.9005324,0.8728724"
"Zm00001eb102370",1,3,"Yes","0.6613212,0.756769,0.8847589"
"Zm00001eb103510",1,6,"Yes","0.3493071,0.377702,0.6320523,0.9122159,0.9814887,0.841216"
"Zm00001eb103990",1,2,"Yes","0.6509765,0.827691"
"Zm00001eb104490",1,5,"Yes","0.9209126,0.5810806,0.938846,0.7998879,0.4552737"
"Zm00001eb105000",1,2,"Yes","0.7208614,0.9389844"
"Zm00001eb105640",1,4,"Yes","0.5860916,0.6126298,0.5915971,0.3686186"
"Zm00001eb105810",1,3,"Yes","0.8799476,0.6703957,0.4469812"
"Zm00001eb106650",1,3,"Yes","0.6175361,0.6981378,0.2701942"
"Zm00001eb106740",1,5,"Yes","0.640053,0.7579758,0.277993,0.4138927,0.8656615"
"Zm00001eb107040",1,2,"Yes","0.7027989,0.9625236"
"Zm00001eb107400",1,2,"Yes","0.6083153,0.5667369"
"Zm00001eb108200",1,2,"Yes","0.8106904,0.7394221"
"Zm00001eb108370",1,2,"Yes","0.6972557,0.9465923"
"Zm00001eb108550",1,2,"Yes","0.6034121,0.7833013"
"Zm00001eb109580",1,3,"Yes","0.9543368,0.9309613,0.3708254"
"Zm00001eb111300",1,8,"Yes","0.8123299,0.8123299,0.8123299,0.8946296,0.8123299,0.8272207,0.3949115,0.6166602"
"Zm00001eb111570",1,2,"Yes","0.5547231,0.4969108"
"Zm00001eb112000",1,2,"Yes","0.3954732,0.5937526"
"Zm00001eb112020",1,2,"Yes","0.9624182,0.7609348"
"Zm00001eb113010",1,3,"Yes","0.6711382,0.8218792,0.6220715"
"Zm00001eb113600",1,7,"Yes","0.3899013,0.7801149,0.9683117,0.808991,0.5393771,0.8683117,0.7844458"
"Zm00001eb113610",1,3,"Yes","0.8874838,0.425977,0.758038"
"Zm00001eb113770",1,2,"Yes","0.9427349,0.541586"
"Zm00001eb114230",1,3,"Yes","0.6897449,0.7881125,0.7223259"
"Zm00001eb114860",1,2,"Yes","0.5769775,0.5060259"
"Zm00001eb115530",1,7,"Yes","0.5846677,0.6821323,0.2883323,0.7732276,0.9363813,0.8286082,0.8694307"
"Zm00001eb118850",1,4,"Yes","0.9163725,0.8891363,0.5964343,0.7298661"
"Zm00001eb118860",1,3,"Yes","0.6025418,0.8016562,0.8045191"
"Zm00001eb118870",1,2,"Yes","0.9907264,0.5487891"
"Zm00001eb119140",1,5,"Yes","0.32457,0.6668025,0.6447963,0.7185029,0.9633867"
"Zm00001eb119150",1,2,"Yes","0.5427206,0.843223"
"Zm00001eb119170",1,5,"Yes","0.2888322,0.8546442,0.6970049,0.3094512,0.8535883"
"Zm00001eb119330",1,2,"Yes","0.6989503,0.7886207"
"Zm00001eb119590",1,2,"Yes","0.8994901,0.3579019"
"Zm00001eb119910",1,4,"Yes","0.5061234,0.7966204,0.654927,0.5539447"
"Zm00001eb120030",1,3,"Yes","0.5965911,0.8663735,0.798073"
"Zm00001eb120900",1,2,"Yes","0.9111735,0.5655671"
"Zm00001eb121070",1,5,"Yes","0.9179957,0.868334,0.4493902,0.5311213,0.6686905"
"Zm00001eb121290",1,3,"Yes","0.870135,0.8535678,0.7268797"
"Zm00001eb121520",1,4,"Yes","0.5348629,0.544456,0.2518944,0.7751612"
"Zm00001eb122200",1,2,"Yes","0.798864,0.773852"
"Zm00001eb122530",1,4,"Yes","0.7669034,0.8773846,0.7577494,0.6871561"
"Zm00001eb122680",1,5,"Yes","0.4644275,0.9608711,0.41943,0.6130738,0.8174841"
"Zm00001eb123240",1,11,"Yes","0.5616034,0.1558697,0.7188939,0.9107316,0.2413075,0.9234595,0.6169601,0.5364537,0.9800204,0.9111583,0.8144191"
"Zm00001eb124290",1,6,"Yes","0.9821194,0.6921374,0.42776,0.4373734,0.5927106,0.5229624"
"Zm00001eb124440",1,2,"Yes","0.8538182,0.6950604"
"Zm00001eb124910",1,2,"Yes","0.5872567,0.8923527"
"Zm00001eb129510",1,4,"Yes","0.7004016,0.7484345,0.9410992,0.7533126"
"Zm00001eb129770",1,4,"Yes","0.6758284,0.5089614,0.8952559,0.2803624"
"Zm00001eb129850",1,2,"Yes","0.8020858,0.5706852"
"Zm00001eb130500",1,2,"Yes","0.430572,0.9421804"
"Zm00001eb133110",1,2,"Yes","0.7007031,0.8291335"
"Zm00001eb134710",1,2,"Yes","0.6212895,0.5415064"
"Zm00001eb136640",1,2,"Yes","0.6218117,0.7312536"
"Zm00001eb136680",1,2,"Yes","0.7615359,0.5996744"
"Zm00001eb136770",1,4,"Yes","0.6829036,0.9995018,0.5497424,0.2333234"
"Zm00001eb138150",1,4,"Yes","0.9199532,0.9327505,0.9256958,0.4908835"
"Zm00001eb142200",1,7,"Yes","0.871339,0.6342747,0.3918834,0.729439,0.8167205,0.6232441,0.6611045"
"Zm00001eb142940",1,2,"Yes","0.9378775,0.8482596"
"Zm00001eb143520",1,2,"Yes","0.5056369,0.8792524"
"Zm00001eb143710",1,4,"Yes","0.8386309,0.7081992,0.5572975,0.3763696"
"Zm00001eb145290",1,2,"Yes","0.8177933,0.9198824"
"Zm00001eb145730",1,3,"Yes","0.5453199,0.998343,0.8058957"
"Zm00001eb145920",1,2,"Yes","0.4087372,0.3481809"
"Zm00001eb146270",1,8,"Yes","0.4767549,0.5892811,0.5028491,0.6051866,0.1545518,0.8266177,0.8893223,0.4163035"
"Zm00001eb146490",1,2,"Yes","0.4560353,0.5451557"
"Zm00001eb146860",1,2,"Yes","0.9090964,0.957786"
"Zm00001eb146920",1,2,"Yes","0.7813391,0.5006242"
"Zm00001eb147310",1,2,"Yes","0.9917938,0.6835021"
"Zm00001eb148900",1,14,"Yes","0.913568,0.749485,0.8704132,0.8518433,0.9906074,0.627047,0.8494284,0.9154708,0.4409836,0.583565,0.3814274,0.5675307,0.9347,0.5077986"
"Zm00001eb149160",1,2,"Yes","0.8535924,0.7766747"
"Zm00001eb149310",1,2,"Yes","0.8281557,0.9809567"
"Zm00001eb149760",1,2,"Yes","0.8802299,0.3885486"
"Zm00001eb151420",1,2,"Yes","0.485715,0.5712198"
"Zm00001eb152250",1,2,"Yes","0.8918643,0.4567367"
"Zm00001eb152400",1,2,"Yes","0.9011873,0.5475574"
"Zm00001eb152600",1,2,"Yes","0.9517324,0.8804069"
"Zm00001eb152810",1,2,"Yes","0.964882,0.6201944"
"Zm00001eb153060",1,3,"Yes","0.6983085,0.8011728,0.5281737"
"Zm00001eb153830",1,3,"Yes","0.2688269,0.8751656,0.6260453"
"Zm00001eb156250",1,3,"Yes","0.6876377,0.8278142,0.5221933"
"Zm00001eb157000",1,2,"Yes","0.8827794,0.5605558"
"Zm00001eb157470",1,7,"Yes","0.7825589,0.8211406,0.9990463,0.9592713,0.9350737,0.3794137,0.7695181"
"Zm00001eb158370",1,4,"Yes","0.3683325,0.6416196,0.8004128,0.6416196"
"Zm00001eb160120",1,2,"Yes","0.8971902,0.9826929"
"Zm00001eb161700",1,3,"Yes","0.5113508,0.843392,0.6837568"
"Zm00001eb164810",1,2,"Yes","0.6663,0.7292996"
"Zm00001eb164900",1,4,"Yes","0.6449808,0.6262907,0.4616183,0.5286672"
"Zm00001eb165310",1,2,"Yes","0.461505,0.7536231"
"Zm00001eb165420",1,2,"Yes","0.7866792,0.5862828"
"Zm00001eb166970",1,2,"Yes","0.7022829,0.7864608"
"Zm00001eb168340",1,4,"Yes","0.799098,0.9759093,0.8545198,0.5863815"
"Zm00001eb168480",1,4,"Yes","0.6343436,0.753345,0.2668932,0.5179632"
"Zm00001eb168920",1,2,"Yes","0.6837601,0.9272692"
"Zm00001eb172010",1,2,"Yes","0.3459738,0.967197"
"Zm00001eb172770",1,3,"Yes","0.5409251,0.7954107,0.925123"
"Zm00001eb172800",1,2,"Yes","0.8261522,0.8490616"
"Zm00001eb172820",1,3,"Yes","0.9978957,0.8064773,0.4855244"
"Zm00001eb173360",1,7,"Yes","0.6520378,0.5549278,0.986512,0.2684357,0.6344451,0.3646558,0.7886944"
"Zm00001eb173380",1,2,"Yes","0.9232463,0.7362789"
"Zm00001eb176370",1,8,"Yes","0.2852104,0.4974575,0.2006343,0.612567,0.9687774,0.9342858,0.8033873,0.6332621"
"Zm00001eb177040",1,2,"Yes","0.9875764,0.9346684"
"Zm00001eb177530",1,4,"Yes","0.8407165,0.9165612,0.8520271,0.7604963"
"Zm00001eb182400",1,6,"Yes","0.3933839,0.7613676,0.7711284,0.7895595,0.6581171,0.4478404"
"Zm00001eb183460",1,2,"Yes","0.8001998,0.6267965"
"Zm00001eb186030",1,8,"Yes","0.5552669,0.6049711,0.8905408,0.5608771,0.3608354,0.755254,0.611958,0.2367388"
"Zm00001eb187030",1,2,"Yes","0.5422888,0.4149699"
"Zm00001eb187610",1,6,"Yes","0.8003014,0.544938,0.9927972,0.353898,0.8281428,0.8129809"
"Zm00001eb188870",1,2,"Yes","0.7751536,0.9565081"
"Zm00001eb189920",1,7,"Yes","0.2819524,0.6968862,0.6673851,0.5141606,0.7355988,0.9361079,0.8501596"
"Zm00001eb190120",1,4,"Yes","0.7420177,0.9932216,0.7484091,0.9370655"
"Zm00001eb190490",1,3,"Yes","0.8597867,0.795886,0.9169382"
"Zm00001eb190960",1,2,"Yes","0.8611706,0.4392826"
"Zm00001eb191790",1,4,"Yes","0.8891312,0.5133118,0.9544973,0.3321856"
"Zm00001eb193490",1,4,"Yes","0.8752849,0.7265399,0.8868212,0.3856428"
"Zm00001eb194830",1,6,"Yes","0.7479744,0.835831,0.5570541,0.7484667,0.277585,0.7715513"
"Zm00001eb195140",1,2,"Yes","0.7975682,0.8635414"
"Zm00001eb196190",1,3,"Yes","0.9138034,0.412212,0.8862233"
"Zm00001eb198120",1,2,"Yes","0.7662342,0.9811307"
"Zm00001eb200320",1,3,"Yes","0.578179,0.7629935,0.9853935"
"Zm00001eb200990",1,2,"Yes","0.5085065,0.5475178"
"Zm00001eb201180",1,2,"Yes","0.6160228,0.7309789"
"Zm00001eb201340",1,4,"Yes","0.9905043,0.2806566,0.5089574,0.8240163"
"Zm00001eb202450",1,6,"Yes","0.8719594,0.7221289,0.571305,0.7979342,0.6674021,0.5577508"
"Zm00001eb202950",1,2,"Yes","0.3561618,0.4876719"
"Zm00001eb203110",1,2,"Yes","0.9966225,0.7884411"
"Zm00001eb203320",1,2,"Yes","0.7308981,0.4053857"
"Zm00001eb203560",1,2,"Yes","0.309208,0.8767614"
"Zm00001eb203570",1,3,"Yes","0.8181791,0.853287,0.9514437"
"Zm00001eb204370",1,2,"Yes","0.5049978,0.5849546"
"Zm00001eb205340",1,9,"Yes","0.972907,0.396017,0.4134574,0.3601905,0.9633515,0.7401805,0.9206578,0.8212856,0.7326552"
"Zm00001eb205430",1,8,"Yes","0.941208,0.8196711,0.9528148,0.4246377,0.9694539,0.7357454,0.5456166,0.9939345"
"Zm00001eb205620",1,5,"Yes","0.7188917,0.2915627,0.9096998,0.999593,0.7217011"
"Zm00001eb210640",1,2,"Yes","0.9063951,0.898168"
"Zm00001eb210650",1,2,"Yes","0.7240193,0.7463917"
"Zm00001eb210730",1,3,"Yes","0.7945249,0.7424041,0.8154787"
"Zm00001eb210860",1,6,"Yes","0.7786325,0.3860933,0.7557787,0.2116828,0.5477794,0.6097658"
"Zm00001eb210890",1,8,"Yes","0.6727168,0.3717393,0.4774775,0.7182831,0.8393182,0.3780509,0.6536982,0.7211637"
"Zm00001eb211180",1,2,"Yes","0.8953525,0.7591889"
"Zm00001eb211620",1,3,"Yes","0.8470241,0.8095357,0.6849581"
"Zm00001eb212160",1,16,"Yes","0.742291,0.2709457,0.981462,0.5361105,0.3192964,0.5643555,0.507309,0.7257093,0.926425,0.8302999,0.8268099,0.8277637,0.2068824,0.8234242,0.4313481,0.8107157"
"Zm00001eb212550",1,2,"Yes","0.6770874,0.6960298"
"Zm00001eb212810",1,7,"Yes","0.5242074,0.8837547,0.5778301,0.2661098,0.7685712,0.5178017,0.6460594"
"Zm00001eb213050",1,2,"Yes","0.8819655,0.8474721"
"Zm00001eb213320",1,2,"Yes","0.7351051,0.5082922"
"Zm00001eb213420",1,2,"Yes","0.875763,0.5701611"
"Zm00001eb214040",1,2,"Yes","0.5349951,0.453158"
"Zm00001eb214140",1,2,"Yes","0.5103741,0.5477514"
"Zm00001eb214440",1,2,"Yes","0.4473906,0.7773661"
"Zm00001eb214540",1,2,"Yes","0.9666251,0.7998919"
"Zm00001eb214870",1,8,"Yes","0.9379687,0.7591604,0.339315,0.4334644,0.9942421,0.4994378,0.866856,0.7457777"
"Zm00001eb215080",1,2,"Yes","0.5120282,0.9280366"
"Zm00001eb215180",1,2,"Yes","0.7379415,0.7832218"
"Zm00001eb215840",1,2,"Yes","0.6537236,0.9562399"
"Zm00001eb216420",1,4,"Yes","0.5772083,0.5681025,0.5369076,0.9859599"
"Zm00001eb217320",1,3,"Yes","0.8493014,0.4761622,0.7977831"
"Zm00001eb217610",1,7,"Yes","0.8705686,0.6597029,0.7665527,0.5585184,0.8126476,0.5895661,0.7135533"
"Zm00001eb217930",1,2,"Yes","0.9091718,0.7501894"
"Zm00001eb217950",1,2,"Yes","0.6801661,0.6133182"
"Zm00001eb218360",1,6,"Yes","0.576325,0.6429124,0.6195049,0.5155454,0.7464509,0.6914089"
"Zm00001eb218880",1,3,"Yes","0.9561213,0.8324395,0.932145"
"Zm00001eb219390",1,3,"Yes","0.2930891,0.4697478,0.3981221"
"Zm00001eb219710",1,7,"Yes","0.8099301,0.5661761,0.5609731,0.6879274,0.309509,0.1495236,0.7292764"
"Zm00001eb219770",1,2,"Yes","0.8697543,0.5866753"
"Zm00001eb221120",1,3,"Yes","0.477906,0.9691704,0.6600773"
"Zm00001eb221480",1,6,"Yes","0.8424835,0.2650812,0.9314426,0.9710554,0.9812922,0.9929698"
"Zm00001eb222240",1,2,"Yes","0.9542385,0.5703543"
"Zm00001eb222270",1,2,"Yes","0.6981216,0.5770919"
"Zm00001eb222430",1,6,"Yes","0.805454,0.687029,0.7563744,0.7425913,0.2790546,0.9969394"
"Zm00001eb223050",1,3,"Yes","0.7213999,0.6542327,0.754672"
"Zm00001eb227150",1,5,"Yes","0.9178203,0.9118334,0.4928781,0.3912063,0.8779276"
"Zm00001eb228970",1,3,"Yes","0.9424585,0.8283977,0.3066304"
"Zm00001eb229440",1,2,"Yes","0.8503372,0.8017424"
"Zm00001eb231100",1,3,"Yes","0.3887074,0.6789797,0.82078"
"Zm00001eb231700",1,2,"Yes","0.8068049,0.6171462"
"Zm00001eb231720",1,2,"Yes","0.6118321,0.6252354"
"Zm00001eb232000",1,4,"Yes","0.4571633,0.6334264,0.9349488,0.2919143"
"Zm00001eb232500",1,2,"Yes","0.953683,0.9816453"
"Zm00001eb234910",1,2,"Yes","0.5442595,0.9832442"
"Zm00001eb236460",1,3,"Yes","0.8708568,0.6760387,0.9918921"
"Zm00001eb237050",1,4,"Yes","0.7638758,0.5379639,0.632404,0.511"
"Zm00001eb239640",1,2,"Yes","0.4736032,0.6902339"
"Zm00001eb242540",1,8,"Yes","0.7107209,0.6866163,0.7107209,0.4614983,0.6150334,0.5099075,0.1934179,0.611822"
"Zm00001eb242960",1,2,"Yes","0.6842384,0.5485988"
"Zm00001eb243790",1,2,"Yes","0.6252021,0.5695023"
"Zm00001eb243900",1,5,"Yes","0.7650867,0.7575121,0.7247108,0.2775387,0.8893702"
"Zm00001eb244670",1,2,"Yes","0.7678641,0.6515129"
"Zm00001eb247680",1,2,"Yes","0.9613307,0.9614042"
"Zm00001eb247940",1,16,"Yes","0.3595682,0.8307759,0.1254687,0.6511834,0.6048203,0.5702777,0.6761211,0.4594078,0.3362658,0.4023047,0.1373023,0.2278214,0.7477218,0.8265659,0.9946774,0.943625"
"Zm00001eb249420",1,6,"Yes","0.985907,0.9704678,0.4771271,0.8447064,0.7256628,0.944641"
"Zm00001eb249680",1,3,"Yes","0.8798808,0.9556232,0.4665147"
"Zm00001eb250860",1,2,"Yes","0.8312456,0.7265793"
"Zm00001eb251210",1,3,"Yes","0.4309041,0.9837867,0.9022702"
"Zm00001eb252080",1,5,"Yes","0.6832294,0.9365897,0.8175524,0.6560396,0.8544787"
"Zm00001eb252590",1,2,"Yes","0.9953611,0.4334683"
"Zm00001eb252790",1,6,"Yes","0.7393159,0.5031864,0.8271073,0.9025595,0.8830827,0.7973863"
"Zm00001eb252890",1,2,"Yes","0.5572616,0.4270305"
"Zm00001eb252900",1,2,"Yes","0.5572616,0.4270305"
"Zm00001eb253190",1,8,"Yes","0.5002958,0.8233584,0.3346795,0.7751354,0.9003247,0.9366231,0.2768887,0.8565648"
"Zm00001eb253580",1,2,"Yes","0.4614755,0.6672475"
"Zm00001eb253710",1,3,"Yes","0.7834142,0.7724317,0.9748302"
"Zm00001eb254090",1,7,"Yes","0.7729559,0.6193714,0.9031762,0.3876401,0.6756953,0.4281363,0.4605441"
"Zm00001eb254270",1,8,"Yes","0.1292054,0.6745524,0.8518669,0.8032371,0.7460681,0.3006177,0.8363881,0.8203066"
"Zm00001eb266670",1,3,"Yes","0.2835832,0.5261337,0.8801972"
"Zm00001eb270990",1,2,"Yes","0.8137679,0.5984197"
"Zm00001eb271220",1,6,"Yes","0.6604213,0.8092302,0.674066,0.6523676,0.9502131,0.7733437"
"Zm00001eb272760",1,2,"Yes","0.788834,0.7899361"
"Zm00001eb272990",1,2,"Yes","0.8738001,0.8854521"
"Zm00001eb273430",1,4,"Yes","0.8902216,0.8863712,0.2686598,0.7357656"
"Zm00001eb274260",1,4,"Yes","0.7147637,0.5148159,0.4120397,0.5687083"
"Zm00001eb275740",1,2,"Yes","0.6200479,0.8617632"
"Zm00001eb276210",1,4,"Yes","0.9745204,0.7946681,0.5666467,0.5735643"
"Zm00001eb278860",1,2,"Yes","0.7150812,0.8808779"
"Zm00001eb279120",1,3,"Yes","0.8384279,0.9463085,0.8524676"
"Zm00001eb279900",1,4,"Yes","0.4472408,0.5064718,0.619511,0.5798076"
"Zm00001eb280470",1,2,"Yes","0.6570422,0.949482"
"Zm00001eb280650",1,5,"Yes","0.5700208,0.9008468,0.7689489,0.3405834,0.8373478"
"Zm00001eb282420",1,2,"Yes","0.689539,0.6504212"
"Zm00001eb283560",1,2,"Yes","0.5888103,0.8466296"
"Zm00001eb284570",1,4,"Yes","0.8138058,0.6309601,0.7256224,0.4162136"
"Zm00001eb284640",1,5,"Yes","0.8792303,0.8166916,0.6379512,0.986053,0.2788548"
"Zm00001eb285200",1,2,"Yes","0.8361996,0.4869723"
"Zm00001eb286480",1,2,"Yes","0.7063943,0.8802548"
"Zm00001eb287890",1,4,"Yes","0.7553922,0.7884336,0.6372884,0.743644"
"Zm00001eb288580",1,3,"Yes","0.6581468,0.8413623,0.9501143"
"Zm00001eb288890",1,2,"Yes","0.5102434,0.9590637"
"Zm00001eb289350",1,5,"Yes","0.8914457,0.4975446,0.9928414,0.8155512,0.8969985"
"Zm00001eb289360",1,5,"Yes","0.8914457,0.4975446,0.9928414,0.8155512,0.8969985"
